OBJECTID_1,OBJECTID,DWR_,SUBBSN_,BAS_SBBSN,GWBASIN,SUBNAME,ACRES,BUDGET_TYP,Regional_O,Shape_Leng,Shape_Le_1,Shape_Area
406,406,1-39,,1-39,BRANSCOMB TOWN AREA,,   1381.12400000000,C,1,  23802.04520010000,      0.24243781478,      0.00058704891
407,407,5-61,,5-61,CHROME TOWN AREA,,   1408.15700000000,B,1,  18252.57256450000,      0.17150623920,      0.00059905268
408,408,5-21,5-21.58,5-21.58,SACRAMENTO VALLEY,WEST BUTTE, 181479.29900000000,B,1, 182113.63494100000,      1.81746151080,      0.07696552154
409,409,1-38,,1-38,LOWER LAYTONVILLE VALLEY,,   2151.55300000000,C,1,  22485.72063370000,      0.21919331996,      0.00091535886
410,410,5-11,,5-11,MOHAWK VALLEY,,  18987.08300000000,B,1,  70462.17560330000,      0.73791285757,      0.00807420002
411,411,5-60,,5-60,HUMBUG VALLEY,,   9979.15200000000,B,1,  47200.02621960000,      0.48595302018,      0.00424554889
412,412,5-21,5-21.52,5-21.52,SACRAMENTO VALLEY,COLUSA, 917792.66099999996,B,1, 493498.78374400001,      4.99744139881,      0.38761524772
413,413,5-12,5-12.01,5-12.01,SIERRA VALLEY,SIERRA VALLEY,    331.02400000000,B,1, 261979.68422900001,      2.69217098634,      0.05000596202
414,414,1-37,,1-37,COTTONEVA CREEK VALLEY,,    763.09700000000,C,2,  18503.00420570000,      0.18866728710,      0.00032476093
415,415,5-12,5-12.02,5-12.02,SIERRA VALLEY,CHILCOOT,   7550.64000000000,B,1,  36394.64546570000,      0.36182319653,      0.00321166723
416,416,1-11,,1-11,COVELO ROUND VALLEY,,  16395.75700000000,C,1,  42142.49197370000,      0.43132660638,      0.00698170283
417,417,5-87,,5-87,MIDDLE FORK FEATHER RIVER,,   4341.87400000000,B,1,  38451.26368870000,      0.40616201170,      0.00184930519
418,418,1-43,,1-43,WILLIAMS VALLEY,,   1642.11600000000,C,1,  18634.69993030000,      0.19957867918,      0.00069982810
419,419,6-104,,6-104,LONG VALLEY,,  46835.63900000000,B,1, 102772.59808800000,      1.00846208341,      0.01990901310
420,420,5-59,,5-59,GRIZZLY VALLEY,,  13441.34200000000,B,1,  53524.37937150000,      0.56404880950,      0.00572868065
421,421,5-10,,5-10,AMERICAN VALLEY,,   6799.01800000000,B,1,  51691.16306960000,      0.55025988566,      0.00289963879
422,422,5-95,,5-95,MEADOW VALLEY,,   5734.10200000000,B,1,  31917.86066430000,      0.33024147441,      0.00244565667
423,423,5-21,5-21.51,5-21.51,SACRAMENTO VALLEY,CORNING, 205472.81899999999,B,1, 175648.48103900001,      1.85595754634,      0.08757432885
424,424,5-9,,5-9,INDIAN VALLEY,,    124.83700000000,B,1, 215475.09876500000,      2.21528886843,      0.01257374976
425,425,5-21,5-21.57,5-21.57,SACRAMENTO VALLEY,VINA, 124577.44200000000,B,1, 106069.71318900000,      1.08606313574,      0.05308169017
426,426,5-58,,5-58,CLOVER VALLEY,,  16783.89300000000,B,1, 101139.82786100000,      1.05858238202,      0.00715835321
427,427,5-21,5-21.56,5-21.56,SACRAMENTO VALLEY,LOS MOLINOS,  33147.91900000000,B,1,  51158.34833740000,      0.53270016020,      0.01415756838
428,428,5-57,,5-57,LAST CHANCE CREEK VALLEY,,   4658.83100000000,B,1,  53523.46594520000,      0.56533713819,      0.00199054721
429,429,5-56,,5-56,YELLOW CREEK VALLEY,,   2311.05700000000,B,1,  16146.58395630000,      0.16674127876,      0.00098869345
430,430,1-32,,1-32,GARBERVILLE TOWN AREA,,   2111.72900000000,B,1,  25691.07215920000,      0.26310871855,      0.00090329207
431,431,5-21,5-21.55,5-21.55,SACRAMENTO VALLEY,DYE CREEK,  27708.96200000000,B,1,  52477.41942840000,      0.53192981331,      0.01185269119
432,432,5-21,5-21.54,5-21.54,SACRAMENTO VALLEY,ANTELOPE,  18695.90900000000,B,1,  44923.51868790000,      0.45929890919,      0.00800550805
433,433,5-8,,5-8,MOUNTAIN MEADOWS VALLEY,,   3564.60600000000,B,1,  77640.08945860001,      0.82666737797,      0.00349036355
434,434,5-21,5-21.50,5-21.50,SACRAMENTO VALLEY,RED BLUFF, 274489.25500000000,B,1, 183254.38743199999,      1.93651544139,      0.11741540921
435,435,1-29,,1-29,HONEYDEW TOWN AREA,,   2368.60200000000,B,1,  24609.86541330000,      0.26182383192,      0.00101512940
436,436,1-36,,1-36,HETTENSHAW VALLEY,,    846.35700000000,B,1,   9979.00518921000,      0.09967190968,      0.00036298500
437,437,5-21,5-21.53,5-21.53,SACRAMENTO VALLEY,BEND,  21747.49600000000,B,1,  56484.13530000000,      0.59577168373,      0.00932597763
438,438,5-7,,5-7,LAKE ALMANOR VALLEY,,   7152.17700000000,B,1,  33975.96225760000,      0.34946741186,      0.00306709892
439,439,5-6,5-6.01,5-6.01,REDDING AREA,BOWMAN,  78425.54800000000,B,1, 117642.59979500000,      1.26622608036,      0.03363938710
440,440,5-6,5-6.02,5-6.02,REDDING AREA,ROSEWOOD,  46454.50200000000,B,1,  80361.23846470000,      0.87212911541,      0.01993892316
441,441,1-28,,1-28,MATTOLE RIVER VALLEY,,   3150.20300000000,B,1,  32365.65515250000,      0.34470468932,      0.00135134304
442,442,5-6,5-6.06,5-6.06,REDDING AREA,SOUTH BATTLE CREEK,  33835.10900000000,B,1,  58756.02166310000,      0.61885038442,      0.01452679156
443,443,1-31,,1-31,WEOTT TOWN AREA,,   3652.73600000000,B,1,  52940.79121920000,      0.55696515921,      0.00156750938
444,444,6-4,,6-4,HONEY LAKE VALLEY,, 311741.01899999997,B,1, 308807.65574100002,      3.23745959772,      0.13345032461
445,445,1-62,,1-62,WILSON POINT AREA,,    709.42600000000,B,1,  13053.94382870000,      0.12339541762,      0.00030485481
446,446,1-33,,1-33,LARABEE VALLEY,,    966.54400000000,B,1,  11874.59589900000,      0.12367440727,      0.00041548531
447,447,1-30,,1-30,PEPPERWOOD TOWN AREA,,   6287.97600000000,B,1,  41947.21175830000,      0.46167111529,      0.00270231870
448,448,1-34,,1-34,DINSMORES TOWN AREA,,   2276.14400000000,B,1,  30375.02095520000,      0.31505681171,      0.00097873801
449,449,6-3,,6-3,WILLOW CREEK VALLEY,,  11697.92700000000,B,1,  45299.73975250000,      0.47565009656,      0.00503188199
450,450,5-50,,5-50,NORTH FORK BATTLE CREEK,,  12755.11900000000,B,1,  94171.78911220000,      1.02007161167,      0.00548805629
451,451,5-6,5-6.03,5-6.03,REDDING AREA,ANDERSON,  96856.63400000001,B,1, 118838.31850900000,      1.23848285023,      0.04164106789
452,452,6-100,,6-100,SECRET VALLEY,,  33680.28700000000,B,1, 118132.10934300000,      1.23597656207,      0.01447827610
453,453,1-6,,1-6,HAYFORK VALLEY,,   3294.87400000000,B,1,  38158.24487650000,      0.40582834876,      0.00141876361
454,454,6-101,,6-101,BULL FLAT,,    455.87800000000,B,1,   6742.99973933000,      0.06694849309,      0.00019619430
455,455,6-101,,6-101,BULL FLAT,,  17694.92000000000,B,1, 104890.48046700000,      1.05487354336,      0.00760546765
456,456,6-92,,6-92,PINE CREEK VALLEY,,   9525.61600000000,B,1,  49343.32381910000,      0.51582872362,      0.00410090266
457,457,6-97,,6-97,HORSE LAKE VALLEY,,   2254.67800000000,B,1,  20811.58597290000,      0.21577750159,      0.00097112819
458,458,5-6,5-6.05,5-6.05,REDDING AREA,MILLVILLE,  65226.39800000000,B,1,  86612.16002270000,      0.86590327021,      0.02806745567
459,459,5-52,,5-52,GRAYS VALLEY,,   5439.57700000000,B,1,  37275.33785410000,      0.39001729707,      0.00234418390
460,460,5-51,,5-51,BUTTE CREEK VALLEY,,   3226.56400000000,B,1,  24097.96242710000,      0.24045537194,      0.00139068593
461,461,6-97,,6-97,HORSE LAKE VALLEY,,    251.41000000000,B,1,   4163.66466277000,      0.04149936889,      0.00010835287
462,462,1-35,,1-35,HYAMPOM VALLEY,,   1353.76900000000,B,1,  15124.03641640000,      0.15733004406,      0.00058354967
463,463,5-6,5-6.04,5-6.04,REDDING AREA,ENTERPRISE,  60862.06500000000,B,1,  74798.27728530001,      0.76496512855,      0.02621244713
464,464,6-96,,6-96,EAGLE LAKE AREA,,  12699.78000000000,B,1,  39671.94591420000,      0.39659815953,      0.00547034861
465,465,6-93,,6-93,HARVEY VALLEY,,   4502.52600000000,B,1,  36963.86039220000,      0.39096628978,      0.00194125243
466,466,6-97,,6-97,HORSE LAKE VALLEY,,   1321.23700000000,B,1,  15975.93599960000,      0.15889766978,      0.00056950581
467,467,5-49,,5-49,DRY BURNEY CREEK VALLEY,,   3074.36900000000,B,1,  22163.70378230000,      0.23362913611,      0.00132680178
468,468,1-10,,1-10,EEL RIVER VALLEY,,  73700.58900000001,B,1, 133167.73508899999,      1.41465034773,      0.03174161027
469,469,6-99,,6-99,PAINTERS FLAT,,   6395.29000000000,B,1,  33663.57490400000,      0.34547351210,      0.00275866706
470,470,5-53,,5-53,DIXIE VALLEY,,   4866.08400000000,B,1,  29140.21924620000,      0.31523540084,      0.00210418503
471,471,1-9,,1-9,EUREKA PLAIN,,  33946.96700000000,B,1, 146733.54389900001,      1.50646804741,      0.01615081733
472,472,5-48,,5-48,BURNEY CREEK VALLEY,,   2351.65600000000,B,1,  15432.93381430000,      0.15281303185,      0.00101757967
473,473,6-94,,6-94,GRASSHOPPER VALLEY,,  17665.37100000000,B,1,  59215.71688380000,      0.60104270635,      0.00763411429
474,474,6-95,,6-95,DRY VALLEY,,   6498.22900000000,B,1,  38267.19486880000,      0.38190900286,      0.00280904372
475,475,5-47,,5-47,GOOSE VALLEY,,   4208.11000000000,B,1,  17370.51777680000,      0.17707521432,      0.00182203489
476,476,5-5,,5-5,FALL RIVER VALLEY,,    712.82400000000,B,1, 103400.66401399999,      1.08068557801,      0.02376681140
477,477,1-8,1-8.02,1-8.02,MAD RIVER VALLEY,MAD RIVER LOWLAND,  25569.63600000000,B,1,  80027.63347180000,      0.81876825965,      0.01106274902
478,478,5-46,,5-46,LAKE BRITTON AREA,,  14054.58800000000,B,1,  68120.95995999999,      0.73320030404,      0.00608992578
479,479,6-98,,6-98,TULEDAD CANYON VALLEY,,   5166.68800000000,B,1,  33243.52341840000,      0.34893438353,      0.00223722124
480,480,6-2,,6-2,MADELINE PLAINS,, 156152.24500000000,B,1, 265183.81954000000,      2.75497340931,      0.06749533656
481,481,5-45,,5-45,CAYTON VALLEY,,   1306.07700000000,B,1,   9949.28978018000,      0.09816242795,      0.00056644380
482,482,1-8,1-8.01,1-8.01,MAD RIVER VALLEY,DOWS PRAIRIE SCHOOL AREA,  13981.42700000000,B,1,  36756.30401990000,      0.37484940176,      0.00605598877
483,483,5-54,,5-54,ASH VALLEY,,   6007.76900000000,B,1,  31320.38382060000,      0.32291528299,      0.00260474186
484,484,1-7,,1-7,HOOPA VALLEY,,   3894.39100000000,B,1,  28974.72310630000,      0.29361509444,      0.00168952350
485,485,5-44,,5-44,LONG VALLEY,,   1087.53300000000,B,1,  15061.01804540000,      0.14125647311,      0.00047198911
486,486,5-38,,5-38,PONDOSA TOWN AREA,,   2081.81200000000,B,1,  21165.98674090000,      0.22397427516,      0.00090472640
487,487,1-27,,1-27,BIG LAGOON AREA,,  13343.02100000000,B,1,  61845.10572180000,      0.63135860503,      0.00579024977
488,488,5-40,,5-40,HOT SPRINGS VALLEY,,   2404.20600000000,B,1,  25924.01342660000,      0.26105905880,      0.00104496018
489,489,5-36,,5-36,ROUND VALLEY,,   7265.81400000000,B,1,  39216.42585250000,      0.42258400044,      0.00315855188
490,490,5-3,,5-3,JESS VALLEY,,   6708.34000000000,B,1,  26668.15459560000,      0.26651096826,      0.00291441654
491,491,5-43,,5-43,ROCK PRAIRIE VALLEY,,   5739.79400000000,B,1,  28158.26384860000,      0.29826620286,      0.00249592483
492,492,5-4,,5-4,BIG VALLEY,,  92049.54399999999,B,1, 149947.83445400000,      1.53112842903,      0.03996563909
493,493,5-41,,5-41,EGG LAKE VALLEY,,   4101.05000000000,B,1,  23700.53389980000,      0.24491862172,      0.00178541595
494,494,5-35,,5-35,MCCLOUD AREA,,  21320.33400000000,B,1,  69870.15191960000,      0.70043000301,      0.00928022731
495,495,1-26,,1-26,REDWOOD CREEK AREA,,   1995.55900000000,B,1,  29544.97712630000,      0.30093767081,      0.00086867520
496,496,5-37,,5-37,TOAD WELL AREA,,   3355.70800000000,B,1,  16096.20583740000,      0.15770672835,      0.00146257317
497,497,1-25,,1-25,PRAIRIE CREEK AREA,,  20012.83200000000,B,1,  72319.66038360000,      0.73104195170,      0.00872442143
498,498,5-2,5-2.02,5-2.02,ALTURAS AREA,WARM SPRINGS VALLEY,  68009.22199999999,B,1, 152215.90815000000,      1.58955116141,      0.02965455007
499,499,5-2,5-2.01,5-2.01,ALTURAS AREA,SOUTH FORK PITT RIVER, 114163.66499999999,B,1, 289759.94693899999,      3.01721670508,      0.04973981856
500,500,5-86,,5-86,JOSEPH CREEK,,   4458.02500000000,B,1,  33352.68545150000,      0.34985101928,      0.00194819547
501,501,1-22,,1-22,FAIRCHILD SWAMP VALLEY,,   3277.83400000000,B,1,  20012.27188110000,      0.19547125719,      0.00143289620
502,502,1-14,,1-14,LOWER KLAMATH RIVER VALLEY,,   7025.63400000000,B,1,  79459.44309780000,      0.82645116967,      0.00306910733
503,503,1-5,,1-5,SCOTT RIVER VALLEY,,  63780.27800000000,B,1, 384940.22963700001,      3.98670890134,      0.02786364788
504,504,1-17,,1-17,BRAY TOWN AREA,,   8027.23400000000,B,1,  45479.95270150000,      0.47140958710,      0.00351256004
505,505,1-18,,1-18,RED ROCK VALLEY,,   8995.62400000000,B,1,  49038.92517820000,      0.52662337885,      0.00394337971
506,506,1-4,,1-4,SHASTA VALLEY,SHASTA VALLEY,  52589.33100000000,B,1, 294472.07263100002,      3.08921272213,      0.02302907503
507,507,1-15,,1-15,HAPPY CAMP TOWN AREA,,   2771.10400000000,B,1,  34222.76058860000,      0.35307682573,      0.00121556655
508,508,5-1,5-1.01,5-1.01,GOOSE LAKE,GOOSE VALLEY,  35966.20200000000,B,1, 111490.55260800000,      1.12642277280,      0.01574475545
509,509,1-16,,1-16,SEIAD VALLEY,,   2243.25700000000,B,1,  31439.74124370000,      0.33800179012,      0.00098483515
510,510,6-1,,6-1,SURPRISE VALLEY,, 228460.16600000000,B,1, 278184.18370300002,      2.69313345280,      0.09970363872
511,511,6-91,,6-91,COW HEAD LAKE VALLEY,,   5625.25900000000,B,1,  21428.08520130000,      0.22162737343,      0.00246922965
512,512,5-1,5-1.02,5-1.02,GOOSE LAKE,FANDANGO VALLEY,  18438.62500000000,B,1,  65766.88840529999,      0.66452871660,      0.00809247088
513,513,1-2,1-2.02,1-2.02,KLAMATH RIVER VALLEY,LOWER KLAMATH,  75332.65700000001,B,1, 151248.01005300001,      1.57286797599,      0.03310918763
514,514,1-3,,1-3,BUTTE VALLEY,,  79688.64300000000,B,1, 145378.91099300000,      1.49578285549,      0.03499880758
515,515,1-1,,1-1,SMITH RIVER PLAIN,,  40446.31000000000,B,1,  87000.30688170000,      0.86300256374,      0.01775174218
516,516,5-21,5-21.60,5-21.60,SACRAMENTO VALLEY,NORTH YUBA, 203557.23000000001,C,2, 119210.81601100000,      1.19054118621,      0.04361449026
517,517,1-2,1-2.01,1-2.01,KLAMATH RIVER VALLEY,TULELAKE,  85934.23699999999,B,1, 118853.83741500000,      1.21307509971,      0.03775331775
518,518,1-54,1-54.01,1-54.01,ALEXANDER VALLEY,ALEXANDER AREA,  24464.42900000000,C,2,  82729.07882420000,      0.84713226922,      0.01025226210
