CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Riverside_06.21.1983-06.21.2013
337505N1171980W001,EMWD14355,10/18/2012,00:00,,,49.700,0.000,49.700,"1,417.000","1,419.298","1,367.300",51.998,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337505N1171980W001,EMWD14355,3/20/2013,00:00,,,49.800,0.000,49.800,"1,417.000","1,419.300","1,367.200",52.100,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171899W001,EMWD12744,10/14/2011,00:00,,,62.800,0.000,62.800,"1,420.000","1,421.968","1,357.200",64.768,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171899W001,EMWD12744,2/22/2012,00:00,,,61.700,0.000,61.700,"1,420.000","1,421.968","1,358.300",63.668,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171899W001,EMWD12744,10/16/2012,00:00,,,60.500,0.000,60.500,"1,420.000","1,421.968","1,359.500",62.468,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171899W001,EMWD12744,3/20/2013,00:00,,,61.900,0.000,61.900,"1,420.000","1,421.970","1,358.100",63.870,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171912W001,,4/13/1995,00:00,,,96.000,0.000,96.000,"1,422.480","1,422.480","1,326.480",96.000,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171912W001,,6/26/1995,00:00,,,96.280,0.000,96.280,"1,422.480","1,422.480","1,326.200",96.280,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1171912W001,,9/13/1995,00:00,,,93.600,0.000,93.600,"1,422.480","1,422.480","1,328.880",93.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1172029W001,EMWD12742,10/14/2011,00:00,,,49.800,0.000,49.800,"1,417.000","1,419.020","1,367.200",51.820,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1172029W001,EMWD12742,2/22/2012,00:00,,,51.600,0.000,51.600,"1,417.000","1,419.020","1,365.400",53.620,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1172029W001,EMWD12742,10/16/2012,00:00,,,50.100,0.000,50.100,"1,417.000","1,419.020","1,366.900",52.120,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337506N1172029W001,EMWD12742,3/20/2013,00:00,,,51.300,0.000,51.300,"1,417.000","1,419.020","1,365.700",53.320,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W001,EMWD14415,11/7/2011,00:00,,,1.100,0.000,1.100,"1,594.000","1,598.888","1,592.900",5.988,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W001,EMWD14415,3/19/2012,00:00,,,1.100,0.000,1.100,"1,594.000","1,598.888","1,592.900",5.988,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W001,EMWD14415,10/24/2012,00:00,,,1.400,0.000,1.400,"1,594.000","1,598.888","1,592.600",6.288,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W001,EMWD14415,5/1/2013,00:00,9 - Temporarily inaccessible,,,,,"1,594.000","1,598.890",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W002,EMWD14416,11/7/2011,00:00,,,279.100,0.000,279.100,"1,594.000","1,598.888","1,314.900",283.988,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W002,EMWD14416,3/19/2012,00:00,,,280.000,0.000,280.000,"1,594.000","1,598.888","1,314.000",284.888,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W002,EMWD14416,10/24/2012,00:00,,,280.500,0.000,280.500,"1,594.000","1,598.888","1,313.500",285.388,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W002,EMWD14416,5/1/2013,00:00,9 - Temporarily inaccessible,,,,,"1,594.000","1,598.890",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W003,EMWD14417,11/7/2011,00:00,,,280.200,0.000,280.200,"1,594.000","1,598.888","1,313.800",285.088,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W003,EMWD14417,3/19/2012,00:00,,,280.900,0.000,280.900,"1,594.000","1,598.888","1,313.100",285.788,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W003,EMWD14417,10/24/2012,00:00,,,280.400,0.000,280.400,"1,594.000","1,598.888","1,313.600",285.288,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W003,EMWD14417,4/16/2013,00:00,,,279.200,0.000,279.200,"1,594.000","1,598.890","1,314.800",284.090,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W004,EMWD14418,11/7/2011,00:00,,,242.100,0.000,242.100,"1,594.000","1,598.888","1,351.900",246.988,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W004,EMWD14418,3/19/2012,00:00,,,242.100,0.000,242.100,"1,594.000","1,598.888","1,351.900",246.988,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W004,EMWD14418,10/24/2012,00:00,,,241.500,0.000,241.500,"1,594.000","1,598.888","1,352.500",246.388,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337510N1169682W004,EMWD14418,5/1/2013,00:00,9 - Temporarily inaccessible,,,,,"1,594.000","1,598.890",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,1/9/1991,00:00,,2 - Nearby pump operating,255.770,0.000,255.770,"1,597.450","1,597.450","1,341.680",255.770,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,1/25/1991,00:00,,2 - Nearby pump operating,255.240,0.000,255.240,"1,597.450","1,597.450","1,342.210",255.240,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,1/29/1991,00:00,,2 - Nearby pump operating,255.960,0.000,255.960,"1,597.450","1,597.450","1,341.490",255.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,4/4/1991,00:00,,2 - Nearby pump operating,255.970,0.000,255.970,"1,597.450","1,597.450","1,341.480",255.970,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,5/16/1991,00:00,,2 - Nearby pump operating,257.520,0.000,257.520,"1,597.450","1,597.450","1,339.930",257.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,8/16/1991,00:00,,2 - Nearby pump operating,257.020,0.000,257.020,"1,597.450","1,597.450","1,340.430",257.020,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,12/24/1991,00:00,,2 - Nearby pump operating,258.780,0.000,258.780,"1,597.450","1,597.450","1,338.670",258.780,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,1/17/1992,00:00,,2 - Nearby pump operating,258.450,0.000,258.450,"1,597.450","1,597.450","1,339.000",258.450,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,6/12/1992,00:00,,2 - Nearby pump operating,260.050,0.000,260.050,"1,597.450","1,597.450","1,337.400",260.050,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,7/9/1992,00:00,,2 - Nearby pump operating,260.750,0.000,260.750,"1,597.450","1,597.450","1,336.700",260.750,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,8/7/1992,00:00,,2 - Nearby pump operating,260.960,0.000,260.960,"1,597.450","1,597.450","1,336.490",260.960,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,2/12/1993,00:00,,,257.420,0.000,257.420,"1,597.450","1,597.450","1,340.030",257.420,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W001,,12/13/1993,00:00,,,261.650,0.000,261.650,"1,597.450","1,597.450","1,335.800",261.650,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,1/9/1991,00:00,,2 - Nearby pump operating,255.430,0.000,255.430,"1,597.450","1,597.450","1,342.020",255.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,1/25/1991,00:00,,2 - Nearby pump operating,255.130,0.000,255.130,"1,597.450","1,597.450","1,342.320",255.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,1/29/1991,00:00,,2 - Nearby pump operating,255.730,0.000,255.730,"1,597.450","1,597.450","1,341.720",255.730,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,4/4/1991,00:00,,2 - Nearby pump operating,255.740,0.000,255.740,"1,597.450","1,597.450","1,341.710",255.740,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,5/16/1991,00:00,,2 - Nearby pump operating,257.100,0.000,257.100,"1,597.450","1,597.450","1,340.350",257.100,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,8/16/1991,00:00,,2 - Nearby pump operating,256.810,0.000,256.810,"1,597.450","1,597.450","1,340.640",256.810,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,12/24/1991,00:00,,2 - Nearby pump operating,258.520,0.000,258.520,"1,597.450","1,597.450","1,338.930",258.520,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,1/17/1992,00:00,,2 - Nearby pump operating,258.200,0.000,258.200,"1,597.450","1,597.450","1,339.250",258.200,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,6/12/1992,00:00,,2 - Nearby pump operating,259.690,0.000,259.690,"1,597.450","1,597.450","1,337.760",259.690,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,7/9/1992,00:00,,2 - Nearby pump operating,260.600,0.000,260.600,"1,597.450","1,597.450","1,336.850",260.600,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,8/9/1992,00:00,,2 - Nearby pump operating,260.570,0.000,260.570,"1,597.450","1,597.450","1,336.880",260.570,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W002,,2/12/1993,00:00,,,257.430,0.000,257.430,"1,597.450","1,597.450","1,340.020",257.430,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,8/16/1991,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,12/24/1991,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,1/17/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,6/12/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,7/9/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W003,,8/7/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,4/4/1991,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,5/16/1991,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,8/16/1991,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,12/24/1991,00:00,4 - Can't get tape in casing,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,1/17/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,6/12/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,7/9/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337511N1169687W004,,8/7/1992,00:00,D - Dry well,,,,,"1,597.450","1,597.450",,,,,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337517N1169762W001,EMWD10509,11/9/2011,00:00,,,263.100,0.000,263.100,"1,577.000","1,581.134","1,313.900",267.234,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337517N1169762W001,EMWD10509,3/29/2012,00:00,,,257.500,0.000,257.500,"1,577.000","1,581.134","1,319.500",261.634,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337517N1169762W001,EMWD10509,10/24/2012,00:00,,,263.500,0.000,263.500,"1,577.000","1,581.134","1,313.500",267.634,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337517N1169762W001,EMWD10509,3/23/2013,00:00,,,262.700,0.000,262.700,"1,577.000","1,581.130","1,314.300",266.830,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337520N1174450W001,Gregory No. 1 Well,12/1/2011,12:00,,4 - Pumped recently,10.000,0.000,10.000,"1,113.000","1,112.000","1,103.000",9.000,ES - Electric sounder measurement,1 Ft,Elsinore Valley Municipal Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337520N1174450W001,Gregory No. 1 Well,11/15/2012,12:00,,,11.000,0.000,11.000,"1,113.000","1,113.000","1,102.000",11.000,ES - Electric sounder measurement,1 Ft,Elsinore Valley Municipal Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337520N1174460W001,Gregory No.2 Well,12/1/2011,12:00,,1 - Pumping,41.500,0.000,41.500,"1,096.000","1,095.000","1,054.500",40.500,ES - Electric sounder measurement,1 Ft,Elsinore Valley Municipal Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337520N1174460W001,Gregory No.2 Well,11/15/2012,12:00,,,10.500,0.000,10.500,"1,096.000","1,096.000","1,085.500",10.500,ES - Electric sounder measurement,1 Ft,Elsinore Valley Municipal Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337536N1171915W001,,4/13/1995,00:00,,,92.860,0.000,92.860,"1,419.480","1,419.480","1,326.620",92.860,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337536N1171915W001,,6/26/1995,00:00,,,92.140,0.000,92.140,"1,419.480","1,419.480","1,327.340",92.140,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337536N1171915W001,,9/13/1995,00:00,,,89.810,0.000,89.810,"1,419.480","1,419.480","1,329.670",89.810,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337541N1170035W001,EMWD10500,11/8/2011,00:00,,,201.200,0.000,201.200,"1,531.000","1,531.162","1,329.800",201.362,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337541N1170035W001,EMWD10500,3/29/2012,00:00,,,200.100,0.000,200.100,"1,531.000","1,531.162","1,330.900",200.262,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337541N1170035W001,EMWD10500,11/1/2012,00:00,9 - Temporarily inaccessible,,,,,"1,531.000","1,531.162",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337541N1170035W001,EMWD10500,5/1/2013,00:00,1 - Pumping,,,,,"1,531.000","1,531.160",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337542N1169706W001,EMWD10510,11/9/2011,00:00,,,271.400,0.000,271.400,"1,585.000","1,592.234","1,313.600",278.634,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337542N1169706W001,EMWD10510,3/29/2012,00:00,,,269.200,0.000,269.200,"1,585.000","1,592.234","1,315.800",276.434,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337542N1169706W001,EMWD10510,10/24/2012,00:00,,,271.800,0.000,271.800,"1,585.000","1,592.234","1,313.200",279.034,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337542N1169706W001,EMWD10510,3/22/2013,00:00,,,271.100,0.000,271.100,"1,585.000","1,592.230","1,313.900",278.330,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337542N1171698W001,,5/5/1995,00:00,,,134.260,0.000,134.260,"1,467.500","1,467.500","1,333.240",134.260,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1170030W001,EMWD10499,11/8/2011,00:00,,,152.400,0.000,152.400,"1,532.000","1,531.888","1,379.600",152.288,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1170030W001,EMWD10499,2/9/2012,00:00,,,138.300,0.000,138.300,"1,532.000","1,531.888","1,393.700",138.188,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1170030W001,EMWD10499,11/1/2012,00:00,9 - Temporarily inaccessible,,,,,"1,532.000","1,531.888",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1170030W001,EMWD10499,4/24/2013,00:00,,,138.100,0.000,138.100,"1,532.000","1,531.890","1,393.900",137.990,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1171908W001,EMWD12743,11/3/2011,00:00,,,55.200,0.000,55.200,"1,418.000","1,418.374","1,362.800",55.574,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1171908W001,EMWD12743,2/22/2012,00:00,,,54.200,0.000,54.200,"1,418.000","1,418.374","1,363.800",54.574,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1171908W001,EMWD12743,10/16/2012,00:00,,,53.700,0.000,53.700,"1,418.000","1,418.374","1,364.300",54.074,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337543N1171908W001,EMWD12743,3/20/2013,00:00,,,56.500,0.000,56.500,"1,418.000","1,418.370","1,361.500",56.870,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337556N1169820W001,,6/28/1991,00:00,,,225.130,0.000,225.130,"1,567.460","1,567.460","1,342.330",225.130,UNK - Unknown,Unknown,United States Geological Survey,Voluntary,,Riverside_06.21.1983-06.21.2013
337556N1169894W001,EMWD10504,11/9/2011,00:00,,,233.400,0.000,233.400,"1,544.000","1,556.077","1,310.600",245.477,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337556N1169894W001,EMWD10504,2/9/2012,00:00,,,232.500,0.000,232.500,"1,544.000","1,556.077","1,311.500",244.577,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337556N1169894W001,EMWD10504,10/24/2012,00:00,,,234.200,0.000,234.200,"1,544.000","1,556.077","1,309.800",246.277,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337556N1169894W001,EMWD10504,3/22/2013,00:00,,,223.800,0.000,223.800,"1,544.000","1,556.080","1,320.200",235.880,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337572N1169289W001,EMWD10516,12/6/2011,00:00,,,511.300,0.000,511.300,"1,672.000","1,670.619","1,160.700",509.919,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337572N1169289W001,EMWD10516,3/27/2012,00:00,,,513.200,0.000,513.200,"1,672.000","1,670.619","1,158.800",511.819,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337572N1169289W001,EMWD10516,11/1/2012,00:00,9 - Temporarily inaccessible,,,,,"1,672.000","1,670.619",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337572N1169289W001,EMWD10516,5/1/2013,00:00,1 - Pumping,,,,,"1,672.000","1,670.620",,,,,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337574N1169698W001,EMWD10508,11/9/2011,00:00,,,268.200,0.000,268.200,"1,584.000","1,586.578","1,315.800",270.778,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337574N1169698W001,EMWD10508,3/29/2012,00:00,,,267.100,0.000,267.100,"1,584.000","1,586.578","1,316.900",269.678,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337574N1169698W001,EMWD10508,10/24/2012,00:00,,,268.400,0.000,268.400,"1,584.000","1,586.578","1,315.600",270.978,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337574N1169698W001,EMWD10508,3/28/2013,00:00,,,269.200,0.000,269.200,"1,584.000","1,586.580","1,314.800",271.780,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337578N1171898W001,EMWD12727,10/13/2011,00:00,,,57.200,0.000,57.200,"1,419.000","1,423.580","1,361.800",61.780,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337578N1171898W001,EMWD12727,2/22/2012,00:00,,,55.400,0.000,55.400,"1,419.000","1,423.580","1,363.600",59.980,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337578N1171898W001,EMWD12727,10/16/2012,00:00,,,54.300,0.000,54.300,"1,419.000","1,423.580","1,364.700",58.880,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337578N1171898W001,EMWD12727,3/20/2013,00:00,,,56.300,0.000,56.300,"1,419.000","1,423.580","1,362.700",60.880,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337581N1171760W001,EMWD12730,10/14/2011,00:00,,,84.300,0.000,84.300,"1,439.000","1,444.634","1,354.700",89.934,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337581N1171760W001,EMWD12730,2/22/2012,00:00,,,82.500,0.000,82.500,"1,439.000","1,444.634","1,356.500",88.134,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337581N1171760W001,EMWD12730,10/18/2012,00:00,,,83.700,0.000,83.700,"1,439.000","1,444.634","1,355.300",89.334,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337581N1171760W001,EMWD12730,3/19/2013,00:00,,,83.900,0.000,83.900,"1,439.000","1,444.630","1,355.100",89.530,ES - Electric sounder measurement,0.1 Ft,Eastern Municipal Water District,Voluntary,,Riverside_06.21.1983-06.21.2013
337585N1164002W001,05S06E06Q001S,10/25/2011,00:00,,,284.600,63.000,221.600,220.300,220.300,-1.300,221.600,ES - Electric sounder measurement,0.1 Ft,Coachella Valley Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337585N1164002W001,05S06E06Q001S,2/23/2012,00:00,,,280.200,63.000,217.200,220.300,220.300,3.100,217.200,ES - Electric sounder measurement,0.1 Ft,Coachella Valley Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
337585N1164002W001,05S06E06Q001S,6/11/2012,00:00,,,286.800,66.000,220.800,220.300,220.300,-0.500,220.800,ES - Electric sounder measurement,0.1 Ft,Coachella Valley Water District,CASGEM,,Riverside_06.21.1983-06.21.2013
