CASGEM ID,Local Well Number,Date,Military Time (PST),No Measurement,Questionable Measurement,Reading @RP,Reading @WS,RP to WS,RP Elevation,GS Elevation,WSE,GS to WS,Measurement Method,Measurement Accuracy,Collecting/ Co-op Agency,Voluntary or CASGEM Measurement,Comments,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,4/1/2006,09:12,,,12.800,0.000,12.800,"3,842.870","3,841.900","3,830.070",11.830,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/3/2006,09:43,,,10.790,0.000,10.790,"3,842.870","3,841.900","3,832.080",9.820,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/1/2006,11:23,,,10.600,0.000,10.600,"3,842.870","3,841.900","3,832.270",9.630,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/10/2006,10:09,,,10.590,0.000,10.590,"3,842.870","3,841.900","3,832.280",9.620,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/1/2006,12:34,,,10.670,0.000,10.670,"3,842.870","3,841.900","3,832.200",9.700,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/1/2006,10:08,,,11.120,0.000,11.120,"3,842.870","3,841.900","3,831.750",10.150,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/2/2006,15:35,,,11.350,0.000,11.350,"3,842.870","3,841.900","3,831.520",10.380,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/1/2006,09:23,,,11.330,0.000,11.330,"3,842.870","3,841.900","3,831.540",10.360,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/5/2006,09:28,,,11.230,0.000,11.230,"3,842.870","3,841.900","3,831.640",10.260,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/10/2007,10:34,,,11.160,0.000,11.160,"3,842.870","3,841.900","3,831.710",10.190,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,2/1/2007,13:54,,,11.170,0.000,11.170,"3,842.870","3,841.900","3,831.700",10.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/2/2007,08:10,,,11.310,0.000,11.310,"3,842.870","3,841.900","3,831.560",10.340,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,4/2/2007,11:33,,,11.360,0.000,11.360,"3,842.870","3,841.900","3,831.510",10.390,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/2/2007,08:02,,,11.670,0.000,11.670,"3,842.870","3,841.900","3,831.200",10.700,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/4/2007,10:09,,,12.300,0.000,12.300,"3,842.870","3,841.900","3,830.570",11.330,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/2/2007,09:22,,,12.850,0.000,12.850,"3,842.870","3,841.900","3,830.020",11.880,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/6/2007,09:58,,,13.070,0.000,13.070,"3,842.870","3,841.900","3,829.800",12.100,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/5/2007,11:22,,,13.270,0.000,13.270,"3,842.870","3,841.900","3,829.600",12.300,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/2/2007,10:38,,,13.430,0.000,13.430,"3,842.870","3,841.900","3,829.440",12.460,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/1/2007,10:31,,,13.450,0.000,13.450,"3,842.870","3,841.900","3,829.420",12.480,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/4/2007,09:51,,,13.490,0.000,13.490,"3,842.870","3,841.900","3,829.380",12.520,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/2/2008,12:32,,,13.350,0.000,13.350,"3,842.870","3,841.900","3,829.520",12.380,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,2/4/2008,13:47,,,13.060,0.000,13.060,"3,842.870","3,841.900","3,829.810",12.090,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/5/2008,11:22,,,12.850,0.000,12.850,"3,842.870","3,841.900","3,830.020",11.880,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/31/2008,09:26,,,12.820,0.000,12.820,"3,842.870","3,841.900","3,830.050",11.850,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/5/2008,13:40,,,12.870,0.000,12.870,"3,842.870","3,841.900","3,830.000",11.900,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/2/2008,08:58,,,12.720,0.000,12.720,"3,842.870","3,841.900","3,830.150",11.750,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/1/2008,14:09,,,12.550,0.000,12.550,"3,842.870","3,841.900","3,830.320",11.580,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/1/2008,13:35,,,12.870,0.000,12.870,"3,842.870","3,841.900","3,830.000",11.900,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/3/2008,10:36,,,13.360,0.000,13.360,"3,842.870","3,841.900","3,829.510",12.390,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/1/2008,11:12,,,13.570,0.000,13.570,"3,842.870","3,841.900","3,829.300",12.600,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/3/2008,11:25,,,13.500,0.000,13.500,"3,842.870","3,841.900","3,829.370",12.530,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/1/2008,10:29,,,13.480,0.000,13.480,"3,842.870","3,841.900","3,829.390",12.510,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/2/2009,11:14,,,13.310,0.000,13.310,"3,842.870","3,841.900","3,829.560",12.340,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,2/2/2009,12:06,,,13.310,0.000,13.310,"3,842.870","3,841.900","3,829.560",12.340,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/2/2009,11:16,,,13.220,0.000,13.220,"3,842.870","3,841.900","3,829.650",12.250,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,4/1/2009,09:27,,,13.170,0.000,13.170,"3,842.870","3,841.900","3,829.700",12.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/5/2009,09:12,,,13.370,0.000,13.370,"3,842.870","3,841.900","3,829.500",12.400,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/1/2009,10:59,,,13.700,0.000,13.700,"3,842.870","3,841.900","3,829.170",12.730,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/6/2009,15:54,,,14.100,0.000,14.100,"3,842.870","3,841.900","3,828.770",13.130,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/22/2009,12:18,,,14.350,0.000,14.350,"3,842.870","3,841.900","3,828.520",13.380,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/3/2009,08:51,,,14.510,0.000,14.510,"3,842.870","3,841.900","3,828.360",13.540,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/1/2009,11:23,,,14.860,0.000,14.860,"3,842.870","3,841.900","3,828.010",13.890,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/1/2009,10:41,,,15.040,0.000,15.040,"3,842.870","3,841.900","3,827.830",14.070,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/27/2009,09:24,,,14.840,0.000,14.840,"3,842.870","3,841.900","3,828.030",13.870,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/2/2009,12:42,,,14.890,0.000,14.890,"3,842.870","3,841.900","3,827.980",13.920,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/1/2009,09:10,,,14.860,0.000,14.860,"3,842.870","3,841.900","3,828.010",13.890,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/4/2010,09:51,,,14.750,0.000,14.750,"3,842.870","3,841.900","3,828.120",13.780,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/28/2010,15:11,,,14.610,0.000,14.610,"3,842.870","3,841.900","3,828.260",13.640,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,2/1/2010,09:45,,,14.620,0.000,14.620,"3,842.870","3,841.900","3,828.250",13.650,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/1/2010,10:36,,,14.540,0.000,14.540,"3,842.870","3,841.900","3,828.330",13.570,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,4/1/2010,09:30,,,14.400,0.000,14.400,"3,842.870","3,841.900","3,828.470",13.430,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/3/2010,12:30,,,14.420,0.000,14.420,"3,842.870","3,841.900","3,828.450",13.450,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/1/2010,10:16,,,14.640,0.000,14.640,"3,842.870","3,841.900","3,828.230",13.670,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/1/2010,07:01,,,15.020,0.000,15.020,"3,842.870","3,841.900","3,827.850",14.050,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/28/2010,14:59,,,15.310,0.000,15.310,"3,842.870","3,841.900","3,827.560",14.340,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/2/2010,07:34,,,15.350,0.000,15.350,"3,842.870","3,841.900","3,827.520",14.380,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/1/2010,08:20,,,15.670,0.000,15.670,"3,842.870","3,841.900","3,827.200",14.700,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/4/2010,08:35,,,15.780,0.000,15.780,"3,842.870","3,841.900","3,827.090",14.810,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/25/2010,12:39,,,15.700,0.000,15.700,"3,842.870","3,841.900","3,827.170",14.730,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/1/2010,09:29,,,15.770,0.000,15.770,"3,842.870","3,841.900","3,827.100",14.800,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/1/2010,09:50,,,15.670,0.000,15.670,"3,842.870","3,841.900","3,827.200",14.700,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/4/2011,12:20,,,14.880,0.000,14.880,"3,842.870","3,841.900","3,827.990",13.910,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,1/27/2011,13:24,,,14.590,0.000,14.590,"3,842.870","3,841.900","3,828.280",13.620,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,2/1/2011,11:24,,,14.550,0.000,14.550,"3,842.870","3,841.900","3,828.320",13.580,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/1/2011,12:08,,,14.450,0.000,14.450,"3,842.870","3,841.900","3,828.420",13.480,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,3/31/2011,07:08,,,14.300,0.000,14.300,"3,842.870","3,841.900","3,828.570",13.330,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,5/2/2011,10:28,,,13.750,0.000,13.750,"3,842.870","3,841.900","3,829.120",12.780,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,6/1/2011,09:23,,,13.210,0.000,13.210,"3,842.870","3,841.900","3,829.660",12.240,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/5/2011,14:51,,,12.870,0.000,12.870,"3,842.870","3,841.900","3,830.000",11.900,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,7/28/2011,10:00,,,12.660,0.000,12.660,"3,842.870","3,841.900","3,830.210",11.690,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,8/1/2011,11:30,,,12.270,0.000,12.270,"3,842.870","3,841.900","3,830.600",11.300,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,9/1/2011,13:40,,,11.670,0.000,11.670,"3,842.870","3,841.900","3,831.200",10.700,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,10/3/2011,13:00,,,11.720,0.000,11.720,"3,842.870","3,841.900","3,831.150",10.750,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,11/1/2011,12:30,,,11.570,0.000,11.570,"3,842.870","3,841.900","3,831.300",10.600,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368855N1182377W001,T413,12/5/2011,10:50,,,11.650,0.000,11.650,"3,842.870","3,841.900","3,831.220",10.680,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,6/27/2003,09:27,,,13.220,0.000,13.220,"3,849.710","3,846.000","3,836.490",9.510,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,7/7/2003,08:36,,,13.100,0.000,13.100,"3,849.710","3,846.000","3,836.610",9.390,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,8/7/2003,11:50,,,13.400,0.000,13.400,"3,849.710","3,846.000","3,836.310",9.690,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,8/26/2003,13:20,,,13.560,0.000,13.560,"3,849.710","3,846.000","3,836.150",9.850,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,9/25/2003,12:08,,,13.820,0.000,13.820,"3,849.710","3,846.000","3,835.890",10.110,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,10/27/2003,09:46,,,13.940,0.000,13.940,"3,849.710","3,846.000","3,835.770",10.230,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,11/24/2003,09:50,,,13.910,0.000,13.910,"3,849.710","3,846.000","3,835.800",10.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,12/30/2003,09:54,,,13.790,0.000,13.790,"3,849.710","3,846.000","3,835.920",10.080,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,1/9/2004,11:54,,,13.920,0.000,13.920,"3,849.710","3,846.000","3,835.790",10.210,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,2/19/2004,14:06,,,13.810,0.000,13.810,"3,849.710","3,846.000","3,835.900",10.100,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,3/19/2004,08:37,,,13.800,0.000,13.800,"3,849.710","3,846.000","3,835.910",10.090,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,4/16/2004,12:34,,,13.790,0.000,13.790,"3,849.710","3,846.000","3,835.920",10.080,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,4/30/2004,13:42,,,13.910,0.000,13.910,"3,849.710","3,846.000","3,835.800",10.200,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,5/28/2004,09:27,,,13.990,0.000,13.990,"3,849.710","3,846.000","3,835.720",10.280,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,6/25/2004,08:31,,,14.140,0.000,14.140,"3,849.710","3,846.000","3,835.570",10.430,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,7/23/2004,12:50,,,14.250,0.000,14.250,"3,849.710","3,846.000","3,835.460",10.540,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,8/20/2004,09:14,,,14.200,0.000,14.200,"3,849.710","3,846.000","3,835.510",10.490,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,9/17/2004,08:51,,,14.130,0.000,14.130,"3,849.710","3,846.000","3,835.580",10.420,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,10/15/2004,10:20,,,14.040,0.000,14.040,"3,849.710","3,846.000","3,835.670",10.330,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,10/28/2004,14:40,,,14.030,0.000,14.030,"3,849.710","3,846.000","3,835.680",10.320,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,11/29/2004,11:53,,,13.940,0.000,13.940,"3,849.710","3,846.000","3,835.770",10.230,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,12/27/2004,12:12,,,13.750,0.000,13.750,"3,849.710","3,846.000","3,835.960",10.040,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,1/19/2005,12:03,,,13.720,0.000,13.720,"3,849.710","3,846.000","3,835.990",10.010,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,2/7/2005,08:55,,,13.550,0.000,13.550,"3,849.710","3,846.000","3,836.160",9.840,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,3/2/2005,13:31,,,13.480,0.000,13.480,"3,849.710","3,846.000","3,836.230",9.770,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,4/5/2005,09:20,,,13.470,0.000,13.470,"3,849.710","3,846.000","3,836.240",9.760,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,5/2/2005,14:05,,,13.230,0.000,13.230,"3,849.710","3,846.000","3,836.480",9.520,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,6/8/2005,14:52,,,12.820,0.000,12.820,"3,849.710","3,846.000","3,836.890",9.110,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,7/14/2005,10:45,,,12.390,0.000,12.390,"3,849.710","3,846.000","3,837.320",8.680,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,9/9/2005,08:55,,,12.210,0.000,12.210,"3,849.710","3,846.000","3,837.500",8.500,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,10/5/2005,16:36,,,12.250,0.000,12.250,"3,849.710","3,846.000","3,837.460",8.540,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,11/3/2005,15:27,,,12.080,0.000,12.080,"3,849.710","3,846.000","3,837.630",8.370,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,12/8/2005,08:40,,,12.070,0.000,12.070,"3,849.710","3,846.000","3,837.640",8.360,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,1/4/2006,14:06,,,11.970,0.000,11.970,"3,849.710","3,846.000","3,837.740",8.260,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,2/1/2006,12:17,,,11.690,0.000,11.690,"3,849.710","3,846.000","3,838.020",7.980,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,3/7/2006,12:22,,,11.710,0.000,11.710,"3,849.710","3,846.000","3,838.000",8.000,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
368925N1182425W001,V105,4/12/2006,12:41,,,12.750,0.000,12.750,"3,849.710","3,846.000","3,836.960",9.040,ES - Electric sounder measurement,0.1 Ft,Los Angeles Department of Water and Power,CASGEM,,Inyo_06.21.2003-06.21.2013
